,lotAreaValue,address,bedrooms,longitude,latitude,zpid,bathrooms,livingArea,CONDO,LOT,SINGLE_FAMILY,TOWNHOUSE,price
440,0.2,27518,3.0,-78.77793,35.726376,6494865,3.0,2359.0,0,0,1,0,595000
649,0.58,27591,3.0,-78.45669,35.868195,6404051,3.0,2108.0,0,1,0,0,59000
584,0.1699999999999999,27502,5.0,-78.91292,35.732384,336867121,5.0,3511.0,0,0,1,0,704694
729,0.15,27502,3.0,-78.94407,35.735893,331648955,3.0,2160.0,0,0,1,0,615000
690,0.11,27502,3.0,-78.842575,35.74621,89494954,3.0,2680.0,0,0,1,0,660000
416,0.36,27587,4.0,-78.51402,35.92864,62024601,3.0,3174.0,0,0,1,0,600000
956,0.31,27613,4.0,-78.70544,35.88494,6523251,3.0,3042.0,0,0,1,0,700000
126,0.1,27604,2.0,-78.57105,35.803055,50106732,2.0,912.0,0,0,1,0,310500
506,0.15,27603,3.0,-78.68167,35.74852,50116685,3.0,1503.0,0,0,1,0,410000
190,0.079981634527089,27529,3.0,-78.61865,35.682716,331655653,3.0,2108.0,0,1,0,0,375000
854,0.42998163452709,27511,3.0,-78.80701,35.755367,6438293,2.0,1811.0,0,0,1,0,475000
940,0.47,27591,4.0,-78.38324,35.81552,6438787,2.0,1437.0,0,0,1,0,210000
107,0.89,27603,4.0,-78.70759,35.66597,68317586,4.0,4025.0,0,0,1,0,900000
942,0.69,27545,3.0,-78.45616,35.763206,6451570,1.0,1070.0,0,0,1,0,310000
865,0.56,27613,4.0,-78.693085,35.888233,6513129,4.0,2959.0,0,0,1,0,705000
772,4.9,27529,3.0,-78.541595,35.70694,65344949,3.0,2108.0,0,1,0,0,600000
642,0.05,27614,3.0,-78.56809,35.921425,60537327,3.0,1509.0,0,0,0,1,305000
203,0.46999540863177,27529,3.0,-78.61738,35.72977,6379619,2.0,1408.0,0,0,1,0,280000
141,0.82,27539,4.0,-78.808846,35.691563,60533538,3.0,2617.0,0,0,1,0,640000
857,1.33,27526,3.0,-78.817955,35.565804,6473971,2.0,1329.0,0,0,1,0,315000
786,0.0699999999999999,27560,3.0,-78.84745,35.851852,92420856,3.0,1473.0,0,0,0,1,381000
168,0.06,27519,2.0,-78.910965,35.823902,81761220,3.0,1921.0,0,0,0,1,438000
804,0.08,27539,3.0,-78.75506,35.665356,80202526,3.0,2436.0,0,0,0,1,470000
593,0.29,27610,3.0,-78.62295,35.751682,6378948,1.0,1011.0,0,0,1,0,310000
288,0.3,27616,3.0,-78.548775,35.88059,6485828,2.0,1290.0,0,0,1,0,335000
731,0.19,27615,3.0,-78.65863,35.87995,50106368,2.0,2000.0,0,0,1,0,585000
272,0.19,27529,4.0,-78.58983,35.720585,53462020,3.0,1949.0,0,0,1,0,376600
888,1.3,27587,3.0,-78.70187,35.993435,6564825,3.0,2718.0,0,0,1,0,655000
513,0.22,27597,3.0,-78.320145,35.82348,6414069,3.0,2108.0,0,1,0,0,80000
962,0.18,27526,3.0,-78.7484,35.585785,122276323,2.0,1623.0,0,0,1,0,375000
62,0.1699954086317722,27606,3.0,-78.71698,35.77994,336868527,3.0,2108.0,0,1,0,0,744000
162,0.05,27612,3.0,-78.720795,35.858543,69566969,3.0,1735.0,0,0,0,1,390000
779,0.4,27539,4.0,-78.76011,35.655857,79886775,3.0,3727.0,0,0,1,0,885000
237,0.1699999999999999,27502,4.0,-78.910995,35.722504,6562940,2.0,1808.0,0,0,1,0,501000
371,0.12,27610,4.0,-78.62447,35.73128,69567043,3.0,2419.0,0,0,1,0,415000
124,0.34,27604,3.0,-78.54321,35.80759,50103150,3.0,1375.0,0,0,1,0,1082500
191,0.38999081726354,27539,3.0,-78.76409,35.68526,331655752,3.0,2108.0,0,1,0,0,676500
929,0.03,27606,2.0,-78.724625,35.785355,62038037,3.0,960.0,0,0,0,1,223000
787,0.41,27540,6.0,-78.87195,35.665863,122075091,6.0,5356.0,0,0,1,0,1625000
481,0.06,27519,3.0,-78.87034,35.814518,94722862,3.0,1734.0,0,0,0,1,450000
885,0.3,27612,4.0,-78.71342,35.824497,6549179,3.0,2730.0,0,0,1,0,770000
285,2.48,27614,4.0,-78.61464,35.930794,6474745,4.0,4981.0,0,0,1,0,1815000
842,0.06,27597,3.0,-78.28817,35.835743,336866847,3.0,1738.0,0,0,0,1,317260
838,0.28,27609,3.0,-78.64251,35.860188,6389229,2.0,1275.0,0,0,1,0,470000
367,0.92,27513,4.0,-78.84075,35.787712,6543490,4.0,3446.0,0,0,1,0,1250000
531,0.2299999999999999,27545,4.0,-78.513245,35.788654,6522355,3.0,2203.0,0,0,1,0,465000
892,0.04,27612,2.0,-78.73488,35.875683,94722912,3.0,1695.0,0,0,0,1,368000
189,0.15,27587,3.0,-78.48154,35.98895,248755438,4.0,2853.0,0,0,1,0,590000
532,0.29,27612,3.0,-78.6713,35.86447,6523406,3.0,2334.0,0,0,1,0,551000
